,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3705,1,16,1,9,1,1,1,1,14,10,7,1,0,0,1,1,0,30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,Dropout
3706,1,1,1,9,1,1,1,23,1,6,6,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,Graduate
3707,1,8,3,2,1,1,1,22,27,6,11,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
3708,1,8,4,5,1,1,1,1,1,10,11,1,0,1,0,1,0,19,0,0,6,6,6,12.666666666666666,0,0,6,8,5,11.8,0,11.1,0.6,2.02,Dropout
3709,1,8,2,14,1,1,1,1,14,6,4,1,0,0,1,1,0,21,0,0,5,7,3,12.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout
3710,1,8,4,6,1,1,1,23,28,23,30,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12.0,0,7.6,2.6,0.32,Graduate
3711,1,15,1,2,1,14,1,13,28,10,10,1,0,1,1,1,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
3712,1,12,1,9,1,1,1,1,14,5,8,0,0,0,1,1,0,27,0,0,5,13,3,10.75,0,0,5,9,3,10.333333333333334,0,15.5,2.8,-4.06,Dropout
3713,1,14,1,1,1,1,1,22,27,2,2,1,0,0,1,1,0,32,0,0,7,7,0,0.0,0,0,7,8,0,0.0,0,13.9,-0.3,0.79,Dropout
3714,1,12,1,14,1,9,1,22,1,10,4,0,0,1,0,1,0,40,0,0,6,13,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
3716,1,15,1,8,1,14,1,4,4,3,11,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout
3717,1,1,3,2,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
3718,1,14,1,9,1,1,1,1,28,2,8,0,0,0,1,1,0,21,0,0,5,11,2,10.5,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Dropout
3719,1,8,1,14,1,1,1,13,27,6,9,0,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
3721,5,4,1,5,1,3,1,22,27,8,8,0,0,0,0,1,0,30,0,0,6,6,1,10.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
3722,1,12,1,4,1,9,1,13,1,10,2,0,0,0,1,1,0,29,0,0,6,17,0,0.0,2,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
3723,1,8,2,7,1,1,1,1,1,5,5,1,0,1,1,1,0,18,0,0,5,10,1,12.0,0,0,5,7,3,10.666666666666666,2,7.6,2.6,0.32,Dropout
3724,1,1,2,14,1,1,1,1,1,10,10,1,0,0,1,1,1,18,0,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,Dropout
3725,1,15,1,4,1,14,1,1,1,4,11,0,0,0,1,1,0,22,0,4,10,21,5,11.4,1,2,7,13,6,11.666666666666666,0,15.5,2.8,-4.06,Dropout
3726,1,14,2,17,0,1,1,22,27,6,6,1,0,0,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
3727,1,8,6,14,1,1,1,23,1,10,8,1,0,0,1,1,0,20,0,0,6,8,4,14.25,0,0,6,10,5,14.0,0,10.8,1.4,1.74,Graduate
3728,1,16,1,3,0,2,1,13,28,10,11,0,0,0,1,1,0,42,0,8,12,12,11,14.454545454545457,0,7,11,11,10,14.2,0,11.1,0.6,2.02,Graduate
3729,1,1,1,4,1,1,1,23,28,5,9,0,0,1,1,1,0,21,0,8,12,13,12,14.538461538461538,0,4,12,14,12,14.461538461538462,0,15.5,2.8,-4.06,Graduate
3730,1,14,1,12,1,1,1,1,28,8,8,0,1,0,1,1,0,23,0,0,7,10,6,12.733333333333334,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,Graduate
3731,1,16,1,5,1,1,1,23,28,10,10,1,0,0,1,1,0,21,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,Dropout
3732,1,1,3,2,1,1,1,4,3,2,2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
3733,2,12,1,10,1,1,1,22,27,8,8,0,0,0,1,1,1,40,0,0,6,7,6,12.333333333333334,0,0,6,10,4,12.75,0,8.9,1.4,3.51,Dropout
3734,1,14,1,9,1,1,1,13,1,10,6,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,Dropout
3735,1,1,2,12,1,1,1,23,27,10,10,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,Graduate
3738,1,8,4,7,1,1,1,3,1,10,4,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,Graduate
3739,1,8,3,7,1,1,1,22,27,10,8,0,0,0,1,1,0,18,0,0,5,10,0,0.0,0,0,5,10,2,11.5,4,7.6,2.6,0.32,Dropout
3740,1,16,1,14,1,1,1,3,1,4,11,0,0,0,1,1,0,24,0,0,6,11,5,12.857142857142858,0,0,6,12,5,13.666666666666666,0,11.1,0.6,2.02,Dropout
3742,1,8,1,14,1,1,1,13,28,8,10,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14.0,0,12.4,0.5,1.79,Graduate
3744,1,8,3,16,1,1,1,10,1,5,1,1,0,0,1,0,0,18,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
3745,1,1,1,2,1,1,1,3,1,5,4,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
3746,1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Graduate
3747,1,14,1,8,1,1,1,24,3,4,3,1,0,0,1,0,0,21,0,0,5,6,0,0.0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,Graduate
3748,1,1,3,12,1,1,1,1,14,5,6,1,0,1,1,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
3749,1,1,4,5,1,1,1,3,14,2,6,1,0,0,1,0,0,19,0,0,6,6,6,14.666666666666666,0,0,6,6,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
3750,1,8,2,12,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,8,8,7,13.937142857142858,0,0,8,8,7,13.937142857142858,0,10.8,1.4,1.74,Graduate
3751,1,1,1,5,1,1,1,3,1,3,11,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.583333333333334,0,15.5,2.8,-4.06,Graduate
3752,1,1,2,15,1,1,1,1,1,10,5,1,0,0,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,Graduate
3753,1,14,4,12,1,6,1,22,27,10,10,1,0,0,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,Graduate
3754,1,12,1,6,1,12,1,13,27,8,12,0,0,0,1,0,0,26,0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout
3755,1,9,4,12,1,1,1,3,1,4,5,1,0,0,1,0,0,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.622222222222222,0,13.9,-0.3,0.79,Dropout
3756,1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,Graduate
3757,1,1,2,12,1,1,1,1,3,5,4,0,0,0,1,0,0,18,0,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,Graduate
3759,1,8,1,17,0,1,1,23,27,7,8,0,0,0,1,0,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout
3760,1,2,1,9,1,1,1,22,27,10,10,1,0,0,1,0,0,29,0,13,15,19,13,11.76923076923077,0,12,14,17,14,11.928571428571429,0,9.4,-0.8,-3.12,Graduate
3761,1,4,1,10,1,3,1,1,1,5,11,0,0,1,0,0,0,27,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout
3762,1,1,1,6,1,1,1,13,28,6,8,1,0,0,1,0,1,21,0,0,6,8,6,13.285714285714286,0,0,6,11,6,13.0,0,11.1,0.6,2.02,Graduate
3763,1,1,1,10,1,1,1,1,14,5,10,0,0,0,1,0,1,20,0,0,6,6,6,11.666666666666666,0,0,6,8,6,11.166666666666666,0,15.5,2.8,-4.06,Graduate
3764,1,8,1,10,1,1,1,13,28,4,8,0,0,0,1,0,1,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,Graduate
3765,1,1,1,12,1,1,1,22,28,7,7,1,0,0,1,0,1,22,0,0,7,9,6,13.081666666666669,0,0,8,12,6,13.15,0,11.1,0.6,2.02,Graduate
3766,1,9,3,5,1,1,1,23,27,10,8,1,0,0,1,0,1,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,Graduate
3767,1,8,1,15,1,1,1,22,1,10,9,1,0,1,0,0,0,19,0,0,6,6,3,11.333333333333334,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
3769,1,1,3,15,1,1,1,1,1,5,5,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Dropout
3770,1,15,1,8,1,14,1,1,14,5,9,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
3771,1,15,1,4,1,14,1,1,1,5,4,1,0,0,1,0,0,20,0,0,6,10,5,11.666666666666666,0,0,6,7,5,12.6,0,12.4,0.5,1.79,Graduate
3772,1,1,4,10,1,1,1,1,28,10,8,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate
3773,1,12,1,6,1,12,1,22,27,10,10,1,0,1,0,0,1,26,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
3774,1,1,1,10,1,1,1,1,14,5,8,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,7,6,14.142857142857142,0,11.1,0.6,2.02,Graduate
3775,1,1,1,6,1,1,1,22,27,5,10,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,Dropout
3776,1,15,1,4,1,14,1,3,1,3,7,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate
3777,1,1,1,5,1,1,1,13,2,8,4,1,0,0,1,0,0,19,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,15.5,2.8,-4.06,Graduate
3780,1,9,1,12,1,1,1,3,3,2,2,1,0,0,1,0,0,18,0,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,Graduate
3781,1,1,3,5,1,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate
3782,1,8,2,16,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,10,7,12.142857142857142,0,0,7,7,7,13.142857142857142,0,12.4,0.5,1.79,Graduate
3784,1,4,1,3,0,15,1,22,14,10,4,0,0,0,1,0,0,36,0,6,10,15,4,13.0,0,5,9,10,4,13.75,0,8.9,1.4,3.51,Dropout
3786,1,8,2,2,1,1,14,1,1,3,4,1,0,0,1,1,0,20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
3787,1,1,1,10,1,1,1,23,28,10,9,1,0,0,1,1,0,18,0,0,6,9,5,11.0,0,0,6,12,0,0.0,0,11.1,0.6,2.02,Dropout
3789,1,8,1,10,1,1,1,1,34,5,3,1,0,1,0,1,0,20,0,3,9,9,3,13.333333333333334,0,2,6,6,2,12.5,0,8.9,1.4,3.51,Dropout
3790,1,1,2,12,1,1,1,13,14,5,8,1,0,0,1,1,0,18,0,0,7,9,7,14.594444444444443,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,Graduate
3791,1,15,1,8,1,14,1,3,1,4,7,1,0,1,1,1,0,20,0,2,6,9,4,11.0,0,1,6,13,3,10.666666666666666,0,12.4,0.5,1.79,Dropout
3792,1,9,1,7,1,1,1,13,1,12,4,1,0,1,0,1,0,24,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
3793,1,8,1,15,1,1,1,13,28,6,8,1,0,0,1,1,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
3794,1,8,1,7,1,1,1,13,14,8,10,1,0,0,1,1,0,18,0,0,5,9,1,12.0,0,0,5,10,2,12.0,3,7.6,2.6,0.32,Dropout
3795,1,1,3,7,1,1,1,4,28,3,8,1,0,0,1,1,0,18,0,0,5,8,5,14.0,0,0,5,6,5,13.2,0,8.9,1.4,3.51,Graduate
3796,1,1,1,11,1,1,1,1,14,5,5,0,0,0,1,1,0,18,0,0,6,8,6,13.571428571428571,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Graduate
3797,1,14,2,14,1,1,1,3,14,2,8,1,0,0,1,1,0,22,0,0,6,12,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
3798,1,1,1,14,1,1,1,13,28,10,10,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.857142857142858,0,11.1,0.6,2.02,Graduate
3799,2,12,1,6,1,9,1,1,29,6,4,1,0,1,0,0,0,32,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
3800,1,8,1,16,1,1,1,19,14,1,4,1,0,0,1,0,1,21,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
3801,1,9,1,12,1,1,1,22,27,7,7,1,0,0,1,0,1,19,0,0,8,8,7,13.542857142857144,0,0,8,8,7,13.542857142857144,0,12.7,3.7,-1.7,Graduate
3802,4,14,1,3,0,1,1,23,27,10,10,0,0,0,1,0,1,39,0,3,9,9,9,13.11111111111111,0,2,7,10,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate
3803,1,14,1,3,0,8,1,19,24,1,1,1,0,0,1,0,0,30,0,3,9,11,9,12.666666666666666,0,2,7,7,7,12.142857142857142,0,7.6,2.6,0.32,Graduate
3804,1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,5,10,4,10.75,1,0,5,13,2,10.0,0,9.4,-0.8,-3.12,Dropout
3805,2,14,1,17,0,1,1,22,27,10,10,1,0,0,1,0,0,38,0,4,10,14,4,10.75,0,2,10,10,2,10.0,0,7.6,2.6,0.32,Dropout
3806,1,1,3,5,1,1,1,19,27,6,8,1,0,0,1,0,0,20,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,Graduate
3807,1,12,1,3,0,12,1,19,24,1,1,0,0,0,1,0,0,55,0,0,6,6,6,13.833333333333334,0,1,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate
3808,4,11,1,5,1,2,1,19,24,1,1,0,0,0,1,0,0,53,0,15,18,18,17,13.176470588235292,0,13,18,18,16,13.0,0,7.6,2.6,0.32,Dropout
3809,2,12,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,54,0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,Dropout
3811,1,12,1,3,0,1,1,22,27,10,9,0,0,1,0,0,0,44,0,2,8,12,4,12.0,2,2,7,9,4,12.0,2,8.9,1.4,3.51,Dropout
3812,1,14,1,10,1,1,1,22,27,10,7,1,0,0,1,0,0,28,0,8,11,11,9,11.666666666666666,0,8,11,13,9,12.555555555555555,0,10.8,1.4,1.74,Graduate
3813,1,4,1,3,0,17,1,13,14,10,5,0,0,0,1,0,0,37,0,12,14,14,14,16.5,0,8,11,11,11,16.90909090909091,0,8.9,1.4,3.51,Graduate
3814,1,14,1,10,1,1,1,11,12,12,12,1,0,0,1,0,0,20,0,8,10,14,9,12.333333333333334,0,3,7,10,7,11.77777777777778,0,7.6,2.6,0.32,Graduate
3816,1,1,1,10,1,1,1,13,14,10,10,1,0,0,1,1,0,19,0,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,Dropout
3817,1,8,1,4,1,1,1,23,27,6,10,1,0,0,1,1,1,23,0,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,Graduate
3818,1,8,1,10,1,1,1,13,27,7,7,0,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
3819,1,12,1,11,1,1,1,3,14,4,6,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
3821,1,12,1,4,1,1,1,1,28,6,7,0,0,0,1,1,0,26,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
3822,1,8,6,15,1,1,1,22,27,6,6,1,0,0,1,1,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,Graduate
3823,1,15,1,8,1,14,1,23,14,10,10,0,0,0,1,1,0,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,Dropout
3825,1,1,1,2,1,1,1,1,28,8,9,1,0,0,1,1,0,26,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
3826,1,12,1,11,1,12,1,22,27,10,5,0,0,0,1,1,0,27,0,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,Dropout
3827,1,15,1,4,1,14,1,22,27,10,7,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,Graduate
3828,1,1,1,7,1,1,1,10,1,5,11,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,10,1,14.0,3,7.6,2.6,0.32,Dropout
3829,1,1,1,6,1,1,1,23,28,5,10,0,0,0,1,1,1,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,Dropout
3830,1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,1,0,18,0,0,8,8,7,12.365714285714288,0,0,8,8,7,12.365714285714288,0,10.8,1.4,1.74,Graduate
3833,1,1,1,10,1,1,1,23,14,9,11,1,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
3834,1,1,1,15,1,1,1,1,14,5,5,0,0,0,1,1,1,19,0,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
3835,2,12,1,4,1,1,1,2,2,2,5,0,0,0,1,1,0,30,0,3,12,12,3,12.0,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,Dropout
3836,1,14,1,15,1,1,1,1,3,10,4,0,0,0,0,1,0,22,0,0,4,4,0,0.0,4,0,5,8,3,12.0,0,10.8,1.4,1.74,Dropout
3837,1,8,1,9,1,1,1,3,28,2,10,0,0,0,0,1,0,19,0,0,5,13,4,10.0,0,0,5,7,3,11.333333333333334,0,15.5,2.8,-4.06,Dropout
3838,1,1,1,9,1,1,1,23,1,10,9,0,0,0,1,1,0,21,0,0,5,9,1,10.0,0,0,5,10,1,10.0,0,7.6,2.6,0.32,Dropout
3839,1,1,2,2,1,1,1,22,27,10,10,1,0,0,0,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
3842,1,12,1,4,1,12,1,3,1,3,9,1,0,0,1,1,0,35,0,0,6,13,3,11.75,0,0,6,10,0,0.0,0,13.9,-0.3,0.79,Dropout
3843,1,7,2,9,1,1,1,22,27,10,10,1,0,0,1,1,0,20,0,0,5,8,1,10.0,0,0,5,7,1,11.0,0,7.6,2.6,0.32,Dropout
3844,1,1,1,8,1,1,1,6,9,5,6,0,0,0,1,1,0,21,0,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
3845,1,12,1,6,1,9,1,19,24,13,13,0,0,1,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3846,1,14,1,15,1,1,1,22,28,10,6,1,0,0,0,1,0,26,0,0,6,12,3,12.0,0,0,6,15,0,0.0,0,9.4,-0.8,-3.12,Dropout
3847,1,8,1,15,1,1,1,1,23,4,4,0,0,0,0,1,0,20,0,0,6,10,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
3848,1,12,1,4,1,1,1,22,27,7,7,0,0,1,0,1,0,28,0,4,10,19,8,11.88888888888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,Dropout
3849,1,1,3,15,1,1,1,13,28,10,8,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,Graduate
3850,1,14,1,17,0,1,1,22,14,10,10,0,0,0,0,1,0,47,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
3851,4,12,1,15,1,9,1,22,27,5,10,0,0,0,0,1,0,55,0,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,Dropout
3852,1,14,1,4,1,1,1,22,27,6,10,1,0,0,1,1,0,39,0,0,6,8,0,0.0,0,1,6,8,2,11.0,0,16.2,0.3,-0.92,Dropout
3853,2,1,1,4,1,1,1,22,27,10,10,1,0,1,1,1,0,35,0,14,17,17,14,10.642857142857142,1,12,12,12,12,10.666666666666666,0,15.5,2.8,-4.06,Dropout
3854,1,12,1,10,1,1,1,22,20,1,5,0,0,0,0,1,0,32,0,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
3855,1,1,4,15,1,1,1,3,10,3,10,1,0,0,1,1,0,20,0,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,Graduate
3856,1,12,1,11,1,1,1,22,27,10,10,0,0,0,1,1,0,36,0,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate
3857,1,12,1,17,0,12,1,23,14,10,11,0,0,1,1,1,1,34,0,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate
3858,1,1,1,14,1,1,1,23,14,1,3,1,0,0,1,1,0,21,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
3859,1,14,1,17,0,1,1,22,14,4,11,0,0,0,1,1,1,42,0,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,Dropout
3860,1,12,1,4,1,12,1,22,14,10,8,0,0,0,1,1,0,25,0,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout
3861,1,9,1,15,1,1,1,23,28,7,8,1,0,0,1,1,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
3862,1,1,1,15,1,1,1,13,28,10,10,0,0,0,1,1,1,18,0,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
3863,1,1,2,10,1,1,1,23,14,10,8,1,0,0,1,1,0,19,0,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,Graduate
3864,1,14,1,6,1,1,1,3,14,5,7,0,0,1,0,1,0,34,0,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout
3865,1,8,2,15,1,1,1,1,1,5,6,0,0,0,1,1,0,20,0,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
3866,1,1,1,12,1,1,1,22,27,8,8,0,0,0,1,1,0,20,0,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
3867,1,8,1,12,1,1,1,13,14,5,10,0,0,0,1,1,0,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate
3868,1,15,1,4,1,14,1,1,14,4,11,1,0,0,1,1,0,19,0,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate
3869,1,12,1,6,1,1,1,1,1,5,5,0,0,1,0,1,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout
3870,1,8,1,14,1,1,1,1,27,5,6,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate
3871,1,1,1,9,1,1,1,23,28,10,10,0,0,0,1,1,1,20,0,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate
3872,1,14,2,12,1,6,1,1,14,5,11,0,0,0,1,1,0,22,0,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,Graduate
3873,1,1,2,5,1,1,1,13,14,4,4,1,1,0,0,1,0,19,0,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout
3874,1,12,1,8,1,1,1,1,1,12,2,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout
3875,1,14,1,12,1,12,1,19,24,1,1,1,0,0,1,1,0,27,0,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout
3876,1,8,1,12,1,1,1,1,1,5,11,0,0,0,1,0,0,19,0,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout
3877,1,9,2,12,1,1,10,1,1,5,4,1,0,0,1,0,1,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate
3878,1,14,4,12,1,6,1,23,27,6,10,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate
